pmcid,sid,sent,text,span,tag
PMC6032655,26,"Relative to the sporadic form of AML, these hereditary lesions affect both genders equally and manifest at a younger age. ",,"(108, 108)",DS
PMC6032655,26,"Relative to the sporadic form of AML, these hereditary lesions affect both genders equally and manifest at a younger age. ",,"(116, 116)",DS
PMC6032655,26,"Relative to the sporadic form of AML, these hereditary lesions affect both genders equally and manifest at a younger age. ",,"(25, 25)",DS
PMC6032655,26,"Relative to the sporadic form of AML, these hereditary lesions affect both genders equally and manifest at a younger age. ",,"(103, 103)",DS
PMC6032655,26,"Relative to the sporadic form of AML, these hereditary lesions affect both genders equally and manifest at a younger age. ",,"(70, 70)",DS
PMC6032655,26,"Relative to the sporadic form of AML, these hereditary lesions affect both genders equally and manifest at a younger age. ",,"(15, 15)",DS
PMC6032655,26,"Relative to the sporadic form of AML, these hereditary lesions affect both genders equally and manifest at a younger age. ",,"(44, 44)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(19, 19)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(21, 21)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(43, 43)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(75, 75)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(83, 83)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(88, 88)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(18, 18)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(30, 30)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(82, 82)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(98, 98)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(76, 76)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(0, 0)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(54, 54)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(42, 42)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(22, 22)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(70, 70)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(100, 100)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(37, 37)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(57, 57)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(71, 71)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(62, 62)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(9, 9)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(87, 87)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(16, 16)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(32, 32)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(80, 80)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(4, 4)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(68, 68)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(5, 5)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(61, 61)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(8, 8)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(67, 67)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(39, 39)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(79, 79)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(103, 103)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(58, 58)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(15, 15)",DS
PMC6032655,27,"They are likely to be multiple, large, and bilateral, and are prone to grow and be more aggressive [357]. ",,"(52, 52)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(21, 21)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(51, 51)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(56, 56)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(18, 18)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(34, 34)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(50, 50)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(9, 9)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(41, 41)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(55, 55)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(0, 0)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(42, 42)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(4, 4)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(35, 35)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(37, 37)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(5, 5)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(59, 59)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(8, 8)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(39, 39)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(17, 17)",DS
PMC6032655,28,AMLs are observed in approximately 75% of patients with TSC. ,,"(20, 20)",DS
PMC6032655,29,TSC is an autosomal dominant multisystem disorder characterized by the development of benign tumours (hamartomas) in multiple organs throughout the body. ,,"(19, 19)",DS
PMC6032655,29,TSC is an autosomal dominant multisystem disorder characterized by the development of benign tumours (hamartomas) in multiple organs throughout the body. ,,"(49, 49)",DS
PMC6032655,29,TSC is an autosomal dominant multisystem disorder characterized by the development of benign tumours (hamartomas) in multiple organs throughout the body. ,,"(83, 83)",DS
PMC6032655,29,TSC is an autosomal dominant multisystem disorder characterized by the development of benign tumours (hamartomas) in multiple organs throughout the body. ,,"(85, 85)",DS
PMC6032655,29,TSC is an autosomal dominant multisystem disorder characterized by the development of benign tumours (hamartomas) in multiple organs throughout the body. ,,"(117, 117)",DS
