	exact	type	db_id
13870	mice	CRT_OG	
13871	FACS	WT_GP	
13872	antibodies	MIS_GP	
13873	CD45.2	WS_GP	
13874	B220	MIS_GP	
13875	APC	MIS_GP	
13876	CD3	MIS_GP	
13877	PE	MIS_GP	
13878	CD11b	MIS_GP	
13879	PE	MIS_GP	
13880	Ly5	WT_GP	
13881	mice	CRT_OG	
13882	Cancer	WT_DS	
13883	Mouse	WT_OG	
13884	animal	MIS_OG	
13885	Animal	MIS_OG	
13886	mice	CRT_OG	
13887	CBC	WT_GP	
13888	FACS	WT_GP	
13889	FACS	WT_GP	
13890	Mouse	CRT_OG	
13891	Gapdh	CRT_GP	
13892	Miwi2	CRT_GP	
13893	Piwil4	CRT_GP	
13894	mice	CRT_OG	
13895	Mouse	CRT_OG	
13896	antibody	MIS_GP	
13897	Sca	MIS_GP	
13898	PE	MIS_GP	
13899	cKit	MIS_GP	
13900	APC	MIS_GP	
13901	CD34	CRT_GP	
13902	IL7Ra	CRT_GP	
13903	CD16	MIS_GP	
13904	Sca	MIS_GP	
13905	PE	MIS_GP	
13906	cKit	MIS_GP	
13907	APC	MIS_GP	
13908	CD34	CRT_GP	
13909	CD48	CRT_GP	
13910	CD150	MIS_GP	
13911	streptavidin	CRT_GP	
13912	antibody	MIS_GP	
13913	cKit	MIS_GP	
13914	Sca	MIS_GP	
13915	CD48	CRT_GP	
13916	CD150	MIS_GP	
13917	cKit	MIS_GP	
13918	Sca	MIS_GP	
13919	CD34	CRT_GP	
13920	CD16	MIS_GP	
13921	cKit	MIS_GP	
13922	Sca	MIS_GP	
13923	CD34	CRT_GP	
13924	CD16	MIS_GP	
13925	GMP	WT_GP	
13926	cKit	MIS_GP	
13927	Sca	MIS_GP	
13928	CD34	CRT_GP	
13929	CD16	MIS_GP	
13930	Miwi2	CRT_GP	
13931	Piwil4	CRT_GP	
13932	antibody	MIS_GP	
13933	Sca	MIS_GP	
13934	cKit	MIS_GP	
13935	CD150	MIS_GP	
13936	CD105	MIS_GP	
13937	CD16	MIS_GP	
13938	cKit	MIS_GP	
13939	Sca	MIS_GP	
13940	CD150	MIS_GP	
13941	CD105	MIS_GP	
13942	MPP	WT_GP	
13943	cKit	MIS_GP	
13944	Sca	MIS_GP	
13945	CD150	MIS_GP	
13946	CD105	MIS_GP	
13947	GMP	WT_GP	
13948	cKit	MIS_GP	
13949	Sca	MIS_GP	
13950	CD150	MIS_GP	
13951	CD16	MIS_GP	
13952	antibodies	MIS_GP	
13953	B220	MIS_GP	
13954	PE	MIS_GP	
13955	CD3	MIS_GP	
13956	PE	MIS_GP	
13957	Gr1	CRT_GP	
13958	PE	MIS_GP	
13959	CD11b	MIS_GP	
13960	PE	MIS_GP	
13961	Gr1	CRT_GP	
13962	FACS	WT_GP	
13963	Aria	WT_OG	
13964	FACS	WT_GP	
13965	Piwi	MIS_GP	
13966	mice	CRT_OG	
13967	SCF	CRT_GP	
13968	IL-3	CRT_GP	
13969	IL-6	CRT_GP	
13970	Erythropoietin	CRT_GP	
13971	mouse	CRT_OG	
13972	CBC	WT_GP	
13973	CBC	WT_GP	
13974	mouse	CRT_OG	
13975	piwi	MIS_GP	
13976	Miwi2	CRT_GP	
13977	mouse	CRT_OG	
13978	piwi	MIS_GP	
13979	Miwi	CRT_GP	
13980	Piwil1	CRT_GP	
13981	Mili	CRT_GP	
13982	Piwil2	CRT_GP	
13983	Miwi2	CRT_GP	
13984	Piwil4	CRT_GP	
13985	HIWI2	CRT_GP	
13986	human	CRT_OG	
13987	PIWI	CRT_GP	
13988	Miwi2	CRT_GP	
13989	cKit	MIS_GP	
13990	Sca	MIS_GP	
13991	CD150	MIS_GP	
13992	CD105	MIS_GP	
13993	MPP	WT_GP	
13994	cKit	MIS_GP	
13995	Sca	MIS_GP	
13996	CD150	MIS_GP	
13997	CD105	MIS_GP	
13998	GMP	WT_GP	
13999	cKit	MIS_GP	
14000	Sca	MIS_GP	
14001	CD150	MIS_GP	
14002	CD16	MIS_GP	
14003	human	CRT_OG	
14004	mouse	CRT_OG	
14005	piwi	MIS_GP	
14006	Miwi2	CRT_GP	
14007	FACS	WT_GP	
14008	mouse	CRT_OG	
14009	Miwi2	CRT_GP	
14010	Piwil4	CRT_GP	
14011	MPP	WT_GP	
14012	GMP	WT_GP	
14013	Gapdh	CRT_GP	
14014	mice	CRT_OG	
14015	MPP	WT_GP	
14016	GMP	WT_GP	
14017	MPP	WT_GP	
14018	GMP	WT_GP	
14019	GMP	WT_GP	
14020	Piwi	MIS_GP	
14021	Miwi2	CRT_GP	
14022	Mili	CRT_GP	
14023	piwi	MIS_GP	
14024	mice	CRT_OG	
14025	mouse	CRT_OG	
14026	piwi	MIS_GP	
14027	piwi	MIS_GP	
14028	mice	CRT_OG	
14029	PIWI	CRT_GP	
14030	mice	CRT_OG	
14031	piwi	MIS_GP	
14032	animals	CRT_OG	
14033	FACS	WT_GP	
14034	piwi	MIS_GP	
14035	piwi	MIS_GP	
14036	Piwi	MIS_GP	
14037	mice	CRT_OG	
14038	CBC	WT_GP	
14039	FACS	WT_GP	
14040	Piwi	MIS_GP	
14041	mice	CRT_OG	
14042	Piwi	MIS_GP	
14043	GMP	WT_GP	
14044	mice	CRT_OG	
14045	Piwi	MIS_GP	
14046	mice	CRT_OG	
14047	mice	CRT_OG	
14048	Piwi	MIS_GP	
14049	FACS	WT_GP	
14050	GMP	WT_GP	
14051	piwi	MIS_GP	
14052	Piwi	MIS_GP	
14053	mice	CRT_OG	
14054	mice	CRT_OG	
14055	mice	CRT_OG	
14056	piwi	MIS_GP	
14057	CD45.2	WS_GP	
14058	CD45.1	WS_GP	
14059	CD45.1	WS_GP	
14060	mice	CRT_OG	
14061	CD45.2	WS_GP	
14062	mice	CRT_OG	
14063	CD45.2	WS_GP	
14064	PIWI	CRT_GP	
14065	CD45.2	WS_GP	
14066	CD45.2	WS_GP	
14067	CD45.2	WS_GP	
14068	CD45.2	WS_GP	
14069	FACS	WT_GP	
14070	mice	CRT_OG	
14071	Piwi	MIS_GP	
14072	mice	CRT_OG	
14073	Piwi	MIS_GP	
14074	piwi	MIS_GP	
14075	CD45.2	WS_GP	
14076	CD45.1	WS_GP	
14077	CD45.1	WS_GP	
14078	mice	CRT_OG	
14079	CD45.2	WS_GP	
14080	CD45.1	WS_GP	
14081	mice	CRT_OG	
14082	CD45.2	WS_GP	
14083	CD45.2	WS_GP	
14084	CD3	MIS_GP	
14085	B220	MIS_GP	
14086	CD11b	MIS_GP	
14087	Piwi	MIS_GP	
14088	mice	MIS_OG	
14089	piwi	MIS_GP	
14090	piwi	MIS_GP	
14091	mice	CRT_OG	
14092	FACS	WT_GP	
14093	Piwi	MIS_GP	
14094	CBC	WT_GP	
14095	Piwi	MIS_GP	
14096	piwi	MIS_GP	
14097	piwi	MIS_GP	
14098	Piwi	MIS_GP	
14099	CD45.2	WS_GP	
14100	CD45.2	WS_GP	
14101	CD45.2	WS_GP	
14102	Piwi	MIS_GP	
14103	CD3	MIS_GP	
14104	B220	MIS_GP	
14105	CD11b	MIS_GP	
14106	Piwi	MIS_GP	
14107	mice	MIS_OG	
14108	CD45.2	WS_GP	
14109	Piwi	MIS_GP	
14110	CD45.2	WS_GP	
14111	PIWI	CRT_GP	
14112	Piwi	MIS_GP	
14113	mice	CRT_OG	
14114	Piwi	MIS_GP	
14115	piwi	MIS_GP	
14116	CD34	CRT_GP	
14117	human	CRT_OG	
14118	PIWI	CRT_GP	
14119	human	CRT_OG	
14120	mouse	CRT_OG	
14121	leukemic cancer	WS_DS	
14122	PIWI	CRT_GP	
14123	piwi	MIS_GP	
14124	mouse	CRT_OG	
14125	piwi	MIS_GP	
14126	Miwi2	CRT_GP	
14127	Piwil4	CRT_GP	
14128	PIWI	CRT_GP	
14129	mice	CRT_OG	
14130	piwi	MIS_GP	
14131	piwi	MIS_GP	
14132	mice	CRT_OG	
14133	piwi	MIS_GP	
14134	piwi	MIS_GP	
14135	mice	CRT_OG	
14136	mice	CRT_OG	
14137	piwi	MIS_GP	
14138	Piwi	MIS_GP	
14139	piwi	MIS_GP	
14140	PIWI	CRT_GP	
14141	mice	CRT_OG	
14142	piwi	MIS_GP	
14143	Mili	CRT_GP	
14144	Piwil2	CRT_GP	
14145	cancer	CRT_DS	
14146	Piwi	MIS_GP	
14147	piwi	MIS_GP	
14148	PIWI	CRT_GP	
14149	mice	CRT_OG	
14150	FACS	WT_GP	
14151	CD45.2	WS_GP	
14152	CD45.2	WS_GP	
14153	mice	CRT_OG	
14154	Piwi	MIS_GP	
14155	Miwi	CRT_GP	
14156	Mili	CRT_GP	
14157	Miwi2	CRT_GP	
14158	CD45.2	WS_GP	
14159	mice	CRT_OG	
14160	CD45.2	WS_GP	
14161	mice	CRT_OG	
14162	CD45.2	WS_GP	
14163	mouse	CRT_OG	
14164	CD45.2	WS_GP	
14165	antibody	MIS_GP	
14166	CD45.2	WS_GP	
14167	CD45.2	WS_GP	
14168	pepsin	MIS_GP	
14169	pepsin	MIS_GP	
14170	keratoconus	CRT_DS	
14171	corneal ectasias	CRT_DS	
14172	keratitis	CRT_DS	
14173	trauma	CRT_DS	
14174	proteinase	MIS_GP	
14175	proteinase	WS_GP	
14176	Pepsin	MIS_GP	
14177	collagenase	CRT_GP	
14178	endopeptidase	MIS_GP	
14179	collagen	MIS_GP	
14180	core proteins	CRT_GP	
14181	human	CRT_OG	
14182	rabbit	CRT_OG	
14183	human	CRT_OG	
14184	pepsin	MIS_GP	
14185	pepsin	MIS_GP	
14186	pepsin	MIS_GP	
14187	pepsin	MIS_GP	
14188	pepsin	MIS_GP	
14189	pepsin	MIS_GP	
14190	Pepsin	MIS_GP	
14191	pig	CRT_OG	
14192	pepsin	MIS_GP	
14193	pepsin	MIS_GP	
14194	keratoconus	CRT_DS	
14195	infection	CRT_DS	
14196	keratoconus	CRT_DS	
14197	protease	MIS_GP	
14198	protease	WS_GP	
14199	corneal thinning	CRT_DS	
14200	protease	MIS_GP	
14201	pepsin	MIS_GP	
14202	pig	CRT_OG	
14203	keratoconus	CRT_DS	
14204	rabbit	CRT_OG	
14205	rabbit	CRT_OG	
14206	human	CRT_OG	
14207	human	CRT_OG	
14208	keratoconus	CRT_DS	
14209	human	CRT_OG	
14210	human	CRT_OG	
14211	rabbit	CRT_OG	
14212	human	CRT_OG	
14213	keratoconus	CRT_DS	
14214	pepsin	MIS_GP	
14215	pepsin	MIS_GP	
14216	Stroke	CRT_DS	
14217	stroke	CRT_DS	
14218	stroke	CRT_DS	
14219	Stroke	CRT_DS	
14220	stroke	CRT_DS	
14221	ischemic stroke	CRT_DS	
14222	atrial fibrillation	CRT_DS	
14223	chronic kidney disease	CRT_DS	
14224	hyperlipidemia	CRT_DS	
14225	stroke	CRT_DS	
14226	transient ischemic attack	CRT_DS	
14227	Total anterior circulation stroke	WS_DS	
14228	hypertension	CRT_DS	
14229	cancer	CRT_DS	
14230	stroke	CRT_DS	
14231	acute stroke	CRT_DS	
14232	stroke	CRT_DS	
14233	stroke	CRT_DS	
14234	hypertension	CRT_DS	
14235	diabetes	CRT_DS	
14236	parkinsonism	CRT_DS	
14237	epilepsy	CRT_DS	
14238	dementia	CRT_DS	
14239	depression	CRT_DS	
14240	stroke	CRT_DS	
14241	stroke	CRT_DS	
14242	stroke	CRT_DS	
14243	stroke	CRT_DS	
14244	sequelae	WT_DS	
14245	stroke	CRT_DS	
14246	acute stroke	CRT_DS	
14247	Stroke	CRT_DS	
14248	stroke	CRT_DS	
14249	stroke	CRT_DS	
14250	stroke	CRT_DS	
14251	acute stroke	CRT_DS	
14252	stroke	CRT_DS	
14253	Stroke	CRT_DS	
14254	stroke	CRT_DS	
14255	transient ischemic attack	CRT_DS	
14256	TIA	MIS_DS	
14257	congestive heart failure	CRT_DS	
14258	coronary heart disease	CRT_DS	
14259	myocardial infarction	CRT_DS	
14260	atrial fibrillation	CRT_DS	
14261	diabetes	CRT_DS	
14262	hypertension	CRT_DS	
14263	peripheral vascular disease	CRT_DS	
14264	chronic kidney disease	CRT_DS	
14265	chronic obstructive pulmonary disease	CRT_DS	
14266	dementia	CRT_DS	
14267	hyperlipidemia	CRT_DS	
14268	cancer	CRT_DS	
14269	stroke	CRT_DS	
14270	S12	WT_GP	
14271	stroke	CRT_DS	
14272	stroke	CRT_DS	
14273	Ischemic stroke	CRT_DS	
14274	stroke	CRT_DS	
14275	partial anterior circulation stroke	WS_DS	
14276	PACS	MIS_DS	
14277	stroke	CRT_DS	
14278	women	MIS_OG	
14279	stroke	CRT_DS	
14280	stroke	CRT_DS	
14281	lacunar stroke	CRT_DS	
14282	LACS	MIS_DS	
14283	PACS	MIS_DS	
14284	stroke	CRT_DS	
14285	TIA	MIS_DS	
14286	hypertension	CRT_DS	
14287	atrial fibrillation	CRT_DS	
14288	Women	MIS_OG	
14289	stroke	CRT_DS	
14290	Infarct	WT_DS	
14291	Hemorrhage	WT_DS	
14292	stroke	CRT_DS	
14293	Lacunar stroke	CRT_DS	
14294	Partial anterior circulation stroke	WS_DS	
14295	Posterior circulation stroke	WS_DS	
14296	Total anterior circulation stroke	WS_DS	
14297	stroke	CRT_DS	
14298	transient ischemic attack	CRT_DS	
14299	Congestive heart failure	CRT_DS	
14300	Coronary heart disease	CRT_DS	
14301	myocardial infarction	CRT_DS	
14302	Atrial fibrillation	CRT_DS	
14303	Diabetes	CRT_DS	
14304	Hypertension	CRT_DS	
14305	Peripheral vascular disease	CRT_DS	
14306	Chronic kidney disease	CRT_DS	
14307	Chronic obstructive pulmonary disease	CRT_DS	
14308	Dementia	CRT_DS	
14309	Hyperlipidemia	CRT_DS	
14310	Cancer	CRT_DS	
14311	Total anterior circulation strokes	WS_DS	
14312	TACS	MIS_DS	
14313	Chronic kidney disease	CRT_DS	
14314	atrial fibrillation	CRT_DS	
14315	Hyperlipidemia	CRT_DS	
14316	hypertension	CRT_DS	
14317	cancer	CRT_DS	
14318	stroke	CRT_DS	
14319	Infarct	WT_DS	
14320	Hemorrhage	WT_DS	
14321	stroke	CRT_DS	
14322	Lacunar stroke	CRT_DS	
14323	Partial anterior circulation stroke	WS_DS	
14324	Posterior circulation stroke	WS_DS	
14325	Total anterior circulation stroke	WS_DS	
14326	stroke	CRT_DS	
14327	transient ischemic attack	CRT_DS	
14328	Congestive heart failure	CRT_DS	
14329	Coronary heart disease	CRT_DS	
14330	myocardial infarction	CRT_DS	
14331	Atrial fibrillation	CRT_DS	
14332	Diabetes	CRT_DS	
14333	Hypertension	CRT_DS	
14334	Peripheral vascular disease	CRT_DS	
14335	Chronic kidney disease	CRT_DS	
14336	Chronic obstructive pulmonary disease	CRT_DS	
14337	Dementia	CRT_DS	
14338	Hyperlipidemia	CRT_DS	
14339	Cancer	CRT_DS	
14340	stroke	CRT_DS	
14341	Infarct	WT_DS	
14342	Hemorrhage	WT_DS	
14343	stroke	CRT_DS	
14344	Lacunar stroke	CRT_DS	
14345	Partial anterior circulation stroke	WS_DS	
14346	Posterior circulation stroke	WS_DS	
14347	Total anterior circulation stroke	WS_DS	
14348	stroke	CRT_DS	
14349	transient ischemic attack	CRT_DS	
14350	Congestive heart failure	CRT_DS	
14351	Coronary heart disease	CRT_DS	
14352	myocardial infarction	CRT_DS	
14353	Atrial fibrillation	CRT_DS	
14354	Diabetes	CRT_DS	
14355	Hypertension	CRT_DS	
14356	Peripheral vascular disease	CRT_DS	
14357	Chronic kidney disease	CRT_DS	
14358	Chronic obstructive pulmonary disease	CRT_DS	
14359	Dementia	CRT_DS	
14360	Hyperlipidemia	CRT_DS	
14361	Cancer	CRT_DS	
14362	Atrial fibrillation	CRT_DS	
14363	stroke	CRT_DS	
14364	TIA	MIS_DS	
14365	TACS	MIS_DS	
14366	stroke	CRT_DS	
14367	Infarct	WT_DS	
14368	Hemorrhage	WT_DS	
14369	stroke	CRT_DS	
14370	Lacunar stroke	CRT_DS	
14371	Partial anterior circulation stroke	WS_DS	
14372	Posterior circulation stroke	WS_DS	
14373	Total anterior circulation stroke	WS_DS	
14374	stroke	CRT_DS	
14375	transient ischemic attack	CRT_DS	
14376	Congestive heart failure	CRT_DS	
14377	Coronary heart disease	CRT_DS	
14378	myocardial infarction	CRT_DS	
14379	Atrial fibrillation	CRT_DS	
14380	Diabetes	CRT_DS	
14381	Hypertension	CRT_DS	
14382	Peripheral vascular disease	CRT_DS	
14383	Chronic kidney disease	CRT_DS	
14384	Chronic obstructive pulmonary disease	CRT_DS	
14385	Dementia	CRT_DS	
14386	Hyperlipidemia	CRT_DS	
14387	Cancer	CRT_DS	
14388	stroke	CRT_DS	
14389	Infarct	WT_DS	
14390	Hemorrhage	WT_DS	
14391	stroke	CRT_DS	
14392	Lacunar stroke	CRT_DS	
14393	Partial anterior circulation stroke	WS_DS	
14394	Posterior circulation stroke	WS_DS	
14395	Total anterior circulation stroke	WS_DS	
14396	stroke	CRT_DS	
14397	transient ischemic attack	CRT_DS	
14398	Congestive heart failure	CRT_DS	
14399	Coronary heart disease	CRT_DS	
14400	myocardial infarction	CRT_DS	
14401	Atrial fibrillation	CRT_DS	
14402	Diabetes	CRT_DS	
14403	Hypertension	CRT_DS	
14404	Peripheral vascular disease	CRT_DS	
14405	Chronic kidney disease	CRT_DS	
14406	Chronic obstructive pulmonary disease	CRT_DS	
14407	Dementia	CRT_DS	
14408	Hyperlipidemia	CRT_DS	
14409	Cancer	CRT_DS	
14410	atrial fibrillation	CRT_DS	
14411	chronic kidney disease	CRT_DS	
14412	hyperlipidemia	CRT_DS	
14413	stroke	CRT_DS	
14414	TIA	MIS_DS	
14415	stroke	CRT_DS	
14416	TACS	MIS_DS	
14417	hypertension	CRT_DS	
14418	cancer	CRT_DS	
14419	stroke	CRT_DS	
14420	stroke	CRT_DS	
14421	Atrial fibrillation	CRT_DS	
14422	atrial fibrillation	CRT_DS	
14423	stroke	CRT_DS	
14424	Atrial fibrillation	CRT_DS	
14425	chronic kidney disease	CRT_DS	
14426	stroke	CRT_DS	
14427	stroke	CRT_DS	
14428	stroke	CRT_DS	
14429	muscle wasting	WT_DS	
14430	stroke	CRT_DS	
14431	chronic kidney disease	CRT_DS	
14432	chronic kidney disease	CRT_DS	
14433	stroke	CRT_DS	
14434	atrial fibrillation	CRT_DS	
14435	chronic kidney disease	CRT_DS	
14436	stroke	CRT_DS	
14437	chronic kidney disease	CRT_DS	
14438	stroke	CRT_DS	
14439	TIA	MIS_DS	
14440	stroke	CRT_DS	
14441	stroke	CRT_DS	
14442	hyperlipidemia	CRT_DS	
14443	Malignancy	WT_DS	
14444	bone loss	CRT_DS	
14445	cancer	CRT_DS	
14446	peripheral neuropathy	CRT_DS	
14447	malignancy	WT_DS	
14448	cancer	CRT_DS	
14449	TACS	MIS_DS	
14450	stroke	CRT_DS	
14451	stroke	CRT_DS	
14452	Hypertension	CRT_DS	
14453	women	MIS_OG	
14454	high blood pressure	CRT_DS	
14455	cognitive decline	CRT_DS	
14456	Hypertension	CRT_DS	
14457	cognitive decline	CRT_DS	
14458	stroke	CRT_DS	
14459	stroke	CRT_DS	
14460	stroke	CRT_DS	
14461	stroke	CRT_DS	
14462	stroke	CRT_DS	
14463	stroke	CRT_DS	
14464	stroke	CRT_DS	
14465	Stroke	CRT_DS	
14466	TIA	MIS_DS	
14467	Galectin	CRT_GP	
14468	Kuruma Shrimp	MIS_OG	
14469	Marsupenaeus japonicus	CRT_OG	
14470	Galectins	CRT_GP	
14471	lectin	CRT_GP	
14472	galectins	CRT_GP	
14473	invertebrates	MIS_OG	
14474	galectin	CRT_GP	
14475	CvGal1	MIS_GP	
14476	eastern oyster	CRT_OG	
14477	Crassostrea virginica	CRT_OG	
14478	galectins	CRT_GP	
14479	crustacean	MIS_OG	
14480	galectin	CRT_GP	
14481	kuruma shrimp	MIS_OG	
14482	Marsupenaeus japonicus	CRT_OG	
14483	MjGal	MIS_GP	
14484	Vibrio anguillarum	CRT_OG	
14485	MjGal	MIS_GP	
14486	Gram-negative bacteria	MIS_OG	
14487	LTA	WT_GP	
14488	LPS	WT_GP	
14489	shrimp	MIS_OG	
14490	MjGal	MIS_GP	
14491	MjGal	MIS_GP	
14492	bacteria	CRT_OG	
14493	shrimp	MIS_OG	
14494	shrimp	MIS_OG	
14495	infectious diseases	CRT_DS	
14496	shrimp	MIS_OG	
14497	Invertebrates	MIS_OG	
14498	vertebrates	CRT_OG	
14499	cell-associated receptors	MIS_GP	
14500	antimicrobial peptides	CRT_GP	
14501	lectins	CRT_GP	
14502	vertebrates	CRT_OG	
14503	invertebrates	MIS_OG	
14504	animal	MIS_OG	
14505	lectins	CRT_GP	
14506	P- type lectins	WS_GP	
14507	ficolins	MIS_GP	
14508	galectins	CRT_GP	
14509	galectins	CRT_GP	
14510	S-type lectins	WS_GP	
14511	β-galactoside-binding proteins	WS_GP	
14512	mammals	CRT_OG	
14513	galectins	CRT_GP	
14514	galectin-1	CRT_GP	
14515	CRD	WT_GP	
14516	CRD	WT_GP	
14517	galectins	CRT_GP	
14518	vertebrates	CRT_OG	
14519	pattern recognition receptors	MIS_GP	
14520	galectins	CRT_GP	
14521	microbe	MIS_OG	
14522	invertebrates	MIS_OG	
14523	galectins	CRT_GP	
14524	vertebrates	CRT_OG	
14525	galectins	CRT_GP	
14526	invertebrates	MIS_OG	
14527	galectin	CRT_GP	
14528	CvGal1	MIS_GP	
14529	CRD	WT_GP	
14530	eastern oyster	CRT_OG	
14531	Crassostrea virginica	CRT_OG	
14532	phytoplankton	MIS_OG	
14533	microalgae	MIS_OG	
14534	CvGal1	MIS_GP	
14535	Perkinsus marinus	CRT_OG	
14536	CvGal1	MIS_GP	
14537	oyster	MIS_OG	
14538	mimicry	WT_DS	
14539	CvGal1	MIS_GP	
14540	galectin	CRT_GP	
14541	McGal	MIS_GP	
14542	Manila clam	WT_DS,OG	
14543	Ruditapes philippinarum	CRT_OG	
14544	shrimp	MIS_OG	
14545	infectious disease	CRT_DS	
14546	shrimp	MIS_OG	
14547	antimicrobial peptides	CRT_GP	
14548	C-type lectins	CRT_GP	
14549	galectins	CRT_GP	
14550	crustacean	MIS_OG	
14551	galectin	CRT_GP	
14552	kuruma shrimp	MIS_OG	
14553	Marsupenaeus japonicus	CRT_OG	
14554	MjGal	MIS_GP	
14555	Marsupenaeus japonicus	MIS_OG	
14556	galectin	CRT_GP	
14557	MjGal	MIS_GP	
14558	bacteria	CRT_OG	
14559	LTA	WT_GP	
14560	LPS	WT_GP	
14561	shrimp	MIS_OG	
14562	MjGal	MIS_GP	
14563	shrimp	MIS_OG	
14564	PGN	WT_GP	
14565	Micrococcus luteus	CRT_OG	
14566	LTA	WT_GP	
14567	Staphylococcus aureus	CRT_OG	
14568	LPS	WT_GP	
14569	Escherichia coli	CRT_OG	
14570	Staphylococcus aureus	CRT_OG	
14571	E. coli	CRT_OG	
14572	Bacillus megaterium	CRT_OG	
14573	B. subtilis	CRT_OG	
14574	B. thuringiensis	CRT_OG	
14575	Klebsiella pneumoniae	CRT_OG	
14576	Pseudomonas aeruginosa	CRT_OG	
14577	Vibrio anguillarum	CRT_OG	
14578	Animals	CRT_OG	
14579	kuruma shrimp	MIS_OG	
14580	Marsupenaeus japonicus	CRT_OG	
14581	shrimp	MIS_OG	
14582	shrimp	MIS_OG	
14583	V. anguillarum	CRT_OG	
14584	shrimp	MIS_OG	
14585	animals	CRT_OG	
14586	animals	CRT_OG	
14587	shrimp	MIS_OG	
14588	animals	CRT_OG	
14589	Shrimp	MIS_OG	
14590	Galectin	CRT_GP	
14591	MjGal	MIS_GP	
14592	shrimp	MIS_OG	
14593	galectin	CRT_GP	
14594	MjGal	MIS_GP	
14595	MjGal	MIS_GP	
14596	shrimp	MIS_OG	
14597	MjGal	MIS_GP	
14598	Gal	MIS_GP	
14599	Gal	MIS_GP	
14600	TGC	WT_GP	
14601	MjGal	MIS_GP	
14602	invertebrate	MIS_OG	
14603	MjGal	MIS_GP	
14604	shrimp	MIS_OG	
14605	Gal	MIS_GP	
14606	Gal	MIS_GP	
14607	TGC	WT_GP	
14608	β-actin	CRT_GP	
14609	β-actin	CRT_GP	
14610	β-actin	CRT_GP	
14611	MjGal	MIS_GP	
14612	V. anguillarum	CRT_OG	
14613	MjGal	MIS_GP	
14614	MjGal	MIS_GP	
14615	MjGal	MIS_GP	
14616	Gal	MIS_GP	
14617	TAC	WT_GP	
14618	Nde I	MIS_GP	
14619	TAC	WT_GP	
14620	Gal	MIS_GP	
14621	TAC	WT_GP	
14622	GAG	WT_GP	
14623	Xho I	MIS_GP	
14624	Nde I	MIS_GP	
14625	Xho I	MIS_GP	
14626	E. coli BL21	WT_GP,OG	
14627	MjGal	MIS_GP	
14628	bacteria	CRT_OG	
14629	bacteria	CRT_OG	
14630	MjGal	MIS_GP	
14631	rMjGal	MIS_GP	
14632	rMjGal	MIS_GP	
14633	thioredoxin	CRT_GP	
14634	Trx	CRT_GP	
14635	MjGal	MIS_GP	
14636	MjGal	MIS_GP	
14637	E. coli	CRT_OG	
14638	GCC	WT_GP	
14639	Gal	MIS_GP	
14640	Gal	MIS_GP	
14641	GAG	WT_GP	
14642	Nde I	MIS_GP	
14643	Xho I	MIS_GP	
14644	MjGal	MIS_GP	
14645	MjGal	MIS_GP	
14646	mouse	CRT_OG	
14647	antibody	MIS_GP	
14648	alkaline phosphatase	CRT_GP	
14649	horse	CRT_OG	
14650	mouse	CRT_OG	
14651	IgG	MIS_GP	
14652	rMjGal	MIS_GP	
14653	Bacteria	CRT_OG	
14654	bacteria	CRT_OG	
14655	B. megaterium	CRT_OG	
14656	B. subtilis	CRT_OG	
14657	B. thuringiensis	CRT_OG	
14658	S. aureus	CRT_OG	
14659	bacteria	CRT_OG	
14660	E. coli	CRT_OG	
14661	K. pneumoniae	CRT_OG	
14662	P. aeruginosa	CRT_OG	
14663	V. anguillarum	CRT_OG	
14664	MjGal	MIS_GP	
14665	Bacteria	CRT_OG	
14666	yeast	CRT_OG	
14667	rMjGal	MIS_GP	
14668	LPS	WT_GP	
14669	LTA	WT_GP	
14670	bacteria	CRT_OG	
14671	rMjGal	MIS_GP	
14672	antibody	MIS_GP	
14673	MjGal	MIS_GP	
14674	bacteria	CRT_OG	
14675	MjGal	MIS_GP	
14676	antibody	MIS_GP	
14677	Trx	CRT_GP	
14678	bacteria	CRT_OG	
14679	MjGal	MIS_GP	
14680	MjGal	MIS_GP	
14681	LPS	WT_GP	
14682	LTA	WT_GP	
14683	PGN	WT_GP	
14684	BSA	MIS_GP	
14685	MjGal	MIS_GP	
14686	BSA	MIS_GP	
14687	MjGal	MIS_GP	
14688	Trx	CRT_GP	
14689	mouse	CRT_OG	
14690	antibody	MIS_GP	
14691	BSA	MIS_GP	
14692	phosphatase	CRT_GP	
14693	horse	CRT_OG	
14694	mouse	CRT_OG	
14695	IgG	MIS_GP	
14696	Tek	WT_GP	
14697	MjGal	MIS_GP	
14698	V. anguillarum	CRT_OG	
14699	V. anguillarum	CRT_OG	
14700	rMjGal	MIS_GP	
14701	rMjGal	MIS_GP	
14702	Trx	CRT_GP	
14703	shrimp	MIS_OG	
14704	rMjGal	MIS_GP	
14705	bacteria	CRT_OG	
14706	V. anguillarum	CRT_OG	
14707	rMjGal	MIS_GP	
14708	V. anguillarum	CRT_OG	
14709	Trx	CRT_GP	
14710	shrimp	MIS_OG	
14711	shrimp	MIS_OG	
14712	shrimp	MIS_OG	
14713	yeast	CRT_OG	
14714	MjGal	MIS_GP	
14715	Shrimp	MIS_OG	
14716	MjGal	MIS_GP	
14717	shrimp	MIS_OG	
14718	rMjGal	MIS_GP	
14719	BSA	MIS_GP	
14720	Trx	CRT_GP	
14721	shrimp	MIS_OG	
14722	rMjGal	MIS_GP	
14723	rMjGal	MIS_GP	
